algorithm,pathway_id,precision,recall_at_6_hops,f1_score,path_length_accuracy,hub_node_ratio,mrr,edit_distance,relation_accuracy,predicted_length,ground_truth_length
Hub-Penalized,Dyphylline_Asthma,1.0,0.75,0.8571428571428571,0.75,1.0,1.0,0.25,1.0,3,4
Hub-Penalized,Tirofiban_Acute_Coronary_Syndrome,1.0,0.6,0.7499999999999999,0.6,0.6666666666666666,1.0,0.4,1.0,3,5
Hub-Penalized,Cilastatin_Pneumonia_Pneumococcal,0.6,0.75,0.6666666666666665,0.8,0.2,1.0,0.4,0.25,5,4
Hub-Penalized,Cilastatin_Pneumonia_Bacterial,0.3333333333333333,0.5,0.4,0.6666666666666667,0.0,0.0,0.6666666666666666,0.2,6,4
Hub-Penalized,Magnesium_salicylate_Rheumatoid_arthritis,1.0,0.6,0.7499999999999999,0.6,1.0,1.0,0.4,1.0,3,5
Hub-Penalized,baricitinib_Arthritis_Rheumatoid,0.6666666666666666,0.2857142857142857,0.4,0.4285714285714286,1.0,0.0,0.7142857142857143,1.0,3,7
Hub-Penalized,Budesonide_Asthma,0.5,0.2,0.28571428571428575,0.4,0.75,0.0,0.8,0.0,4,10
Hub-Penalized,ketoprofen_Rheumatoid_arthritis,0.6666666666666666,0.4,0.5,0.6,1.0,0.0,0.6,1.0,3,5
Hub-Penalized,Tegafur_Stomach_Neoplasms,0.6666666666666666,0.5,0.5714285714285715,0.75,1.0,0.0,0.5,0.5,3,4
Hub-Penalized,nintedanib_Carcinoma_Non-Small-Cell_Lung,1.0,0.75,0.8571428571428571,0.75,0.6666666666666666,1.0,0.25,1.0,3,4
Hub-Penalized,Naloxone_Opioid-Related_Disorders,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,0.0,0.6666666666666666,1.0,3,6
Hub-Penalized,Meclofenamic_acid_Rheumatoid_arthritis,1.0,0.6,0.7499999999999999,0.6,1.0,1.0,0.4,1.0,3,5
Hub-Penalized,methyltestosterone_Eunuchism,0.5,0.5,0.5,1.0,0.25,0.0,0.5,0.3333333333333333,4,4
Hub-Penalized,Choline_magnesium_trisalicylate_Rheumatoid_arthritis,1.0,0.6,0.7499999999999999,0.6,1.0,1.0,0.4,1.0,3,5
Hub-Penalized,Amantadine_Basal_Ganglia_Diseases,1.0,0.75,0.8571428571428571,0.75,0.6666666666666666,1.0,0.25,1.0,3,4
Hub-Penalized,Amantadine_Parkinsonian_Disorders,0.6666666666666666,0.5,0.5714285714285715,0.75,0.3333333333333333,0.0,0.5,1.0,3,4
Hub-Penalized,methylphenidate_Attention_deficit_hyperactivit,1.0,0.6,0.7499999999999999,0.6,0.3333333333333333,1.0,0.4,1.0,3,5
Hub-Penalized,fosphenytoin_Epilepsy,0.6666666666666666,0.5,0.5714285714285715,0.75,1.0,0.0,0.5,0.0,3,4
Hub-Penalized,fosphenytoin_Status_Epilepticus,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.3333333333333333,4,4
Hub-Penalized,Nabumetone_Arthritis_Rheumatoid,0.6666666666666666,0.4,0.5,0.6,0.6666666666666666,0.0,0.6,1.0,3,5
Hub-Penalized,Axitinib_Carcinoma_Renal_Cell,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5,1.0,3,6
Hub-Penalized,Aspirin_Arthritis_Rheumatoid,1.0,0.6,0.7499999999999999,0.6,1.0,1.0,0.4,1.0,3,5
Hub-Penalized,imatinib_Gastrointestinal_stromal_tumor,0.6666666666666666,0.5,0.5714285714285715,0.75,0.3333333333333333,0.0,0.5,0.0,3,4
